base	raw_unique_file	raw_other_file	filtered_file	UU_raw	UM_raw	UU_filtered	UM_filtered	U_m_R	U_m_D
dna_output_100_rna_output_100	dna_output_100_rna_output_100_Unique_RNA.tab.rc	dna_output_100_rna_output_100_Other.tab.rc	dna_output_100_rna_output_100_Unique_RNAfiltered_dna_output_100_rna_output_100_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_101_rna_output_101	dna_output_101_rna_output_101_Unique_RNA.tab.rc	dna_output_101_rna_output_101_Other.tab.rc	dna_output_101_rna_output_101_Unique_RNAfiltered_dna_output_101_rna_output_101_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_102_rna_output_102	dna_output_102_rna_output_102_Unique_RNA.tab.rc	dna_output_102_rna_output_102_Other.tab.rc	dna_output_102_rna_output_102_Unique_RNAfiltered_dna_output_102_rna_output_102_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_103_rna_output_103	dna_output_103_rna_output_103_Unique_RNA.tab.rc	dna_output_103_rna_output_103_Other.tab.rc	dna_output_103_rna_output_103_Unique_RNAfiltered_dna_output_103_rna_output_103_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_104_rna_output_104	dna_output_104_rna_output_104_Unique_RNA.tab.rc	dna_output_104_rna_output_104_Other.tab.rc	dna_output_104_rna_output_104_Unique_RNAfiltered_dna_output_104_rna_output_104_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_105_rna_output_105	dna_output_105_rna_output_105_Unique_RNA.tab.rc	dna_output_105_rna_output_105_Other.tab.rc	dna_output_105_rna_output_105_Unique_RNAfiltered_dna_output_105_rna_output_105_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_106_rna_output_106	dna_output_106_rna_output_106_Unique_RNA.tab.rc	dna_output_106_rna_output_106_Other.tab.rc	dna_output_106_rna_output_106_Unique_RNAfiltered_dna_output_106_rna_output_106_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_107_rna_output_107	dna_output_107_rna_output_107_Unique_RNA.tab.rc	dna_output_107_rna_output_107_Other.tab.rc	dna_output_107_rna_output_107_Unique_RNAfiltered_dna_output_107_rna_output_107_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_108_rna_output_108	dna_output_108_rna_output_108_Unique_RNA.tab.rc	dna_output_108_rna_output_108_Other.tab.rc	dna_output_108_rna_output_108_Unique_RNAfiltered_dna_output_108_rna_output_108_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_109_rna_output_109	dna_output_109_rna_output_109_Unique_RNA.tab.rc	dna_output_109_rna_output_109_Other.tab.rc	dna_output_109_rna_output_109_Unique_RNAfiltered_dna_output_109_rna_output_109_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_10_rna_output_10	dna_output_10_rna_output_10_Unique_RNA.tab.rc	dna_output_10_rna_output_10_Other.tab.rc	dna_output_10_rna_output_10_Unique_RNAfiltered_dna_output_10_rna_output_10_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_110_rna_output_110	dna_output_110_rna_output_110_Unique_RNA.tab.rc	dna_output_110_rna_output_110_Other.tab.rc	dna_output_110_rna_output_110_Unique_RNAfiltered_dna_output_110_rna_output_110_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_111_rna_output_111	dna_output_111_rna_output_111_Unique_RNA.tab.rc	dna_output_111_rna_output_111_Other.tab.rc	dna_output_111_rna_output_111_Unique_RNAfiltered_dna_output_111_rna_output_111_Unique_RNA.tab.rc	116594	33501	116560	33493	178159	646343
dna_output_112_rna_output_112	dna_output_112_rna_output_112_Unique_RNA.tab.rc	dna_output_112_rna_output_112_Other.tab.rc	dna_output_112_rna_output_112_Unique_RNAfiltered_dna_output_112_rna_output_112_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_113_rna_output_113	dna_output_113_rna_output_113_Unique_RNA.tab.rc	dna_output_113_rna_output_113_Other.tab.rc	dna_output_113_rna_output_113_Unique_RNAfiltered_dna_output_113_rna_output_113_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_114_rna_output_114	dna_output_114_rna_output_114_Unique_RNA.tab.rc	dna_output_114_rna_output_114_Other.tab.rc	dna_output_114_rna_output_114_Unique_RNAfiltered_dna_output_114_rna_output_114_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_115_rna_output_115	dna_output_115_rna_output_115_Unique_RNA.tab.rc	dna_output_115_rna_output_115_Other.tab.rc	dna_output_115_rna_output_115_Unique_RNAfiltered_dna_output_115_rna_output_115_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_116_rna_output_116	dna_output_116_rna_output_116_Unique_RNA.tab.rc	dna_output_116_rna_output_116_Other.tab.rc	dna_output_116_rna_output_116_Unique_RNAfiltered_dna_output_116_rna_output_116_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_117_rna_output_117	dna_output_117_rna_output_117_Unique_RNA.tab.rc	dna_output_117_rna_output_117_Other.tab.rc	dna_output_117_rna_output_117_Unique_RNAfiltered_dna_output_117_rna_output_117_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_118_rna_output_118	dna_output_118_rna_output_118_Unique_RNA.tab.rc	dna_output_118_rna_output_118_Other.tab.rc	dna_output_118_rna_output_118_Unique_RNAfiltered_dna_output_118_rna_output_118_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_119_rna_output_119	dna_output_119_rna_output_119_Unique_RNA.tab.rc	dna_output_119_rna_output_119_Other.tab.rc	dna_output_119_rna_output_119_Unique_RNAfiltered_dna_output_119_rna_output_119_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_11_rna_output_11	dna_output_11_rna_output_11_Unique_RNA.tab.rc	dna_output_11_rna_output_11_Other.tab.rc	dna_output_11_rna_output_11_Unique_RNAfiltered_dna_output_11_rna_output_11_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_120_rna_output_120	dna_output_120_rna_output_120_Unique_RNA.tab.rc	dna_output_120_rna_output_120_Other.tab.rc	dna_output_120_rna_output_120_Unique_RNAfiltered_dna_output_120_rna_output_120_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_121_rna_output_121	dna_output_121_rna_output_121_Unique_RNA.tab.rc	dna_output_121_rna_output_121_Other.tab.rc	dna_output_121_rna_output_121_Unique_RNAfiltered_dna_output_121_rna_output_121_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_122_rna_output_122	dna_output_122_rna_output_122_Unique_RNA.tab.rc	dna_output_122_rna_output_122_Other.tab.rc	dna_output_122_rna_output_122_Unique_RNAfiltered_dna_output_122_rna_output_122_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_123_rna_output_123	dna_output_123_rna_output_123_Unique_RNA.tab.rc	dna_output_123_rna_output_123_Other.tab.rc	dna_output_123_rna_output_123_Unique_RNAfiltered_dna_output_123_rna_output_123_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_124_rna_output_124	dna_output_124_rna_output_124_Unique_RNA.tab.rc	dna_output_124_rna_output_124_Other.tab.rc	dna_output_124_rna_output_124_Unique_RNAfiltered_dna_output_124_rna_output_124_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646383
dna_output_125_rna_output_125	dna_output_125_rna_output_125_Unique_RNA.tab.rc	dna_output_125_rna_output_125_Other.tab.rc	dna_output_125_rna_output_125_Unique_RNAfiltered_dna_output_125_rna_output_125_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_126_rna_output_126	dna_output_126_rna_output_126_Unique_RNA.tab.rc	dna_output_126_rna_output_126_Other.tab.rc	dna_output_126_rna_output_126_Unique_RNAfiltered_dna_output_126_rna_output_126_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_127_rna_output_127	dna_output_127_rna_output_127_Unique_RNA.tab.rc	dna_output_127_rna_output_127_Other.tab.rc	dna_output_127_rna_output_127_Unique_RNAfiltered_dna_output_127_rna_output_127_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_128_rna_output_128	dna_output_128_rna_output_128_Unique_RNA.tab.rc	dna_output_128_rna_output_128_Other.tab.rc	dna_output_128_rna_output_128_Unique_RNAfiltered_dna_output_128_rna_output_128_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_129_rna_output_129	dna_output_129_rna_output_129_Unique_RNA.tab.rc	dna_output_129_rna_output_129_Other.tab.rc	dna_output_129_rna_output_129_Unique_RNAfiltered_dna_output_129_rna_output_129_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_12_rna_output_12	dna_output_12_rna_output_12_Unique_RNA.tab.rc	dna_output_12_rna_output_12_Other.tab.rc	dna_output_12_rna_output_12_Unique_RNAfiltered_dna_output_12_rna_output_12_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_130_rna_output_130	dna_output_130_rna_output_130_Unique_RNA.tab.rc	dna_output_130_rna_output_130_Other.tab.rc	dna_output_130_rna_output_130_Unique_RNAfiltered_dna_output_130_rna_output_130_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_131_rna_output_131	dna_output_131_rna_output_131_Unique_RNA.tab.rc	dna_output_131_rna_output_131_Other.tab.rc	dna_output_131_rna_output_131_Unique_RNAfiltered_dna_output_131_rna_output_131_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646383
dna_output_132_rna_output_132	dna_output_132_rna_output_132_Unique_RNA.tab.rc	dna_output_132_rna_output_132_Other.tab.rc	dna_output_132_rna_output_132_Unique_RNAfiltered_dna_output_132_rna_output_132_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_133_rna_output_133	dna_output_133_rna_output_133_Unique_RNA.tab.rc	dna_output_133_rna_output_133_Other.tab.rc	dna_output_133_rna_output_133_Unique_RNAfiltered_dna_output_133_rna_output_133_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_134_rna_output_134	dna_output_134_rna_output_134_Unique_RNA.tab.rc	dna_output_134_rna_output_134_Other.tab.rc	dna_output_134_rna_output_134_Unique_RNAfiltered_dna_output_134_rna_output_134_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_135_rna_output_135	dna_output_135_rna_output_135_Unique_RNA.tab.rc	dna_output_135_rna_output_135_Other.tab.rc	dna_output_135_rna_output_135_Unique_RNAfiltered_dna_output_135_rna_output_135_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_136_rna_output_136	dna_output_136_rna_output_136_Unique_RNA.tab.rc	dna_output_136_rna_output_136_Other.tab.rc	dna_output_136_rna_output_136_Unique_RNAfiltered_dna_output_136_rna_output_136_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_137_rna_output_137	dna_output_137_rna_output_137_Unique_RNA.tab.rc	dna_output_137_rna_output_137_Other.tab.rc	dna_output_137_rna_output_137_Unique_RNAfiltered_dna_output_137_rna_output_137_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_138_rna_output_138	dna_output_138_rna_output_138_Unique_RNA.tab.rc	dna_output_138_rna_output_138_Other.tab.rc	dna_output_138_rna_output_138_Unique_RNAfiltered_dna_output_138_rna_output_138_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_139_rna_output_139	dna_output_139_rna_output_139_Unique_RNA.tab.rc	dna_output_139_rna_output_139_Other.tab.rc	dna_output_139_rna_output_139_Unique_RNAfiltered_dna_output_139_rna_output_139_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_13_rna_output_13	dna_output_13_rna_output_13_Unique_RNA.tab.rc	dna_output_13_rna_output_13_Other.tab.rc	dna_output_13_rna_output_13_Unique_RNAfiltered_dna_output_13_rna_output_13_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
